"nomscientifiqueref";"nomvernaculaire";"cdnom";"espece";"genre";"famille";"especeevalueelr";"especereglementee";"dateobservation";"codeinseecommune";"annee"
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-26";67118;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-03-31";52250;2014
"Linaria cannabina";"Linotte mélodieuse";889047;"Linaria cannabina";"Linaria";"Fringillidae";"false";"false";"2014-05-25";52047;2014
"Passer montanus";"Moineau friquet";4532;"Passer montanus";"Passer";"Passeridae";"false";"false";"2014-04-17";67502;2014
"Phylloscopus collybita";"Pouillot véloce";4280;"Phylloscopus collybita";"Phylloscopus";"Phylloscopidae";"true";"false";"2014-08-15";68224;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-04-02";52250;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-12-15";52250;2014
"Aegithalos caudatus";"Mésange à longue queue, Orite à longue queue";4342;"Aegithalos caudatus";"Aegithalos";"Aegithalidae";"true";"false";"2014-01-19";68058;2014
"Fringilla montifringilla";"Pinson du nord, Pinson des Ardennes";4568;"Fringilla montifringilla";"Fringilla";"Fringillidae";"true";"false";"2014-02-05";51531;2014
"Accipiter nisus";"Épervier d'Europe";2895;"Accipiter nisus";"Accipiter";"Accipitridae";"false";"false";"2014-02-19";68058;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-09-24";68029;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-25";67514;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-01-19";68029;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"true";"false";"2014-02-24";8436;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-01-31";51108;2014
"Dendrocopos major";"Pic épeiche";3611;"Dendrocopos major";"Dendrocopos";"Picidae";"true";"false";"2014-02-11";52265;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-11-11";67544;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"false";"false";"2014-03-06";10253;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-03-15";67331;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-04-12";51249;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-02-15";8420;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-01-26";10372;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-06-21";52250;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-02-16";10224;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"false";"false";"2014-02-24";8436;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-03-09";10224;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"true";"false";"2014-12-26";51242;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-09-30";67382;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-01-31";51108;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-12";68029;2014
"Turdus viscivorus";"Grive draine";4142;"Turdus viscivorus";"Turdus";"Turdidae";"true";"false";"2014-03-02";10104;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-01-26";67388;2014
"Passer montanus";"Moineau friquet";4532;"Passer montanus";"Passer";"Passeridae";"true";"false";"2014-01-26";67482;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-01-26";10224;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-08-17";10104;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-01-20";67544;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-26";68154;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-01-24";52250;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-03-09";68297;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-01-29";68256;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-01-20";68156;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-14";8105;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-03-01";68341;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-03-10";52250;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-02-02";68029;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-05-25";10372;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-02-14";67218;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-02-04";68029;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-09-30";10053;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-09-21";10104;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-02-09";10224;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-01-08";68029;2014
"Dendrocopos major";"Pic épeiche";3611;"Dendrocopos major";"Dendrocopos";"Picidae";"false";"false";"2014-06-30";51266;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-01-26";68289;2014
"Phoenicurus ochruros";"Rougequeue noir";4035;"Phoenicurus ochruros";"Phoenicurus";"Muscicapidae";"true";"false";"2014-07-23";8394;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-03-17";67282;2014
"Certhia brachydactyla";"Grimpereau des jardins";3791;"Certhia brachydactyla";"Certhia";"Certhiidae";"true";"false";"2014-01-26";67118;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-12-13";52211;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-02-11";52250;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-01-03";8105;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-03-23";8420;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-09-04";8394;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-05-11";10104;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-12";10104;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-12-31";51108;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-01-11";8420;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-03-23";52250;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-06-08";52250;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"false";"false";"2014-02-16";52211;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-02-18";68375;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"false";"false";"2014-10-15";67502;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-11-18";68029;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-11-30";52250;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-03-18";68029;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-10-07";8394;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-11-29";8448;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"false";"true";"2014-01-25";10232;2014
"Prunella modularis";"Accenteur mouchet";3978;"Prunella modularis";"Prunella";"Prunellidae";"false";"false";"2014-03-14";51028;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-03-08";52121;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-29";68156;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-02-16";10033;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-10-25";52250;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"true";"false";"2014-03-25";68029;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-07-04";51346;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-04-28";68375;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"false";"false";"2014-02-02";51028;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"true";"false";"2014-03-15";52250;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-25";67210;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"false";"false";"2014-02-18";10253;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"true";"false";"2014-12-10";51234;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-11-07";68318;2014
"Certhia brachydactyla";"Grimpereau des jardins";3791;"Certhia brachydactyla";"Certhia";"Certhiidae";"false";"false";"2014-05-24";10224;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-10-20";51567;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-01-09";52250;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-03-02";68058;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-04-10";52250;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-05-23";68029;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-04-06";10224;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-09-22";52250;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-05-03";52250;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"false";"true";"2014-02-26";52265;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-01-25";10231;2014
"Columba livia";"Pigeon biset";3420;"Columba livia";"Columba";"Columbidae";"false";"true";"2014-01-26";52275;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-01-26";10051;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-05-30";68029;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-03-01";52123;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"true";"false";"2014-01-26";68341;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-02-09";67037;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-05-30";52250;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-30";68316;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"false";"false";"2014-05-26";51413;2014
"Accipiter nisus";"Épervier d'Europe";2895;"Accipiter nisus";"Accipiter";"Accipitridae";"false";"true";"2014-01-25";52265;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-01-02";68156;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-04-18";52449;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-04-06";52250;2014
"Phylloscopus collybita";"Pouillot véloce";4280;"Phylloscopus collybita";"Phylloscopus";"Phylloscopidae";"false";"false";"2014-09-30";8403;2014
"Motacilla alba";"Bergeronnette grise";3941;"Motacilla alba";"Motacilla";"Motacillidae";"true";"false";"2014-03-09";67544;2014
"Pyrrhula pyrrhula";"Bouvreuil pivoine";4619;"Pyrrhula pyrrhula";"Pyrrhula";"Fringillidae";"false";"false";"2014-02-08";67280;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"false";"false";"2014-12-14";10104;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-03-25";51583;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-03-09";52114;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-02-24";68375;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-08-01";68278;2014
"Columba palumbus";"Pigeon ramier";3424;"Columba palumbus";"Columba";"Columbidae";"false";"true";"2014-04-27";52123;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-03-31";10104;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-10-09";52250;2014
"Hirundo rustica";"Hirondelle rustique, Hirondelle de cheminée";3696;"Hirundo rustica";"Hirundo";"Hirundinidae";"false";"false";"2014-05-25";8354;2014
"Regulus regulus";"Roitelet huppé";4308;"Regulus regulus";"Regulus";"Regulidae";"false";"false";"2014-01-25";52432;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-11-27";10232;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-11";8420;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-01-26";68268;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-09-25";68029;2014
"Emberiza cirlus";"Bruant zizi";4659;"Emberiza cirlus";"Emberiza";"Emberizidae";"false";"false";"2014-07-01";52265;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-26";68154;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-01-23";68029;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"false";"false";"2014-12-29";52250;2014
"Pyrrhula pyrrhula";"Bouvreuil pivoine";4619;"Pyrrhula pyrrhula";"Pyrrhula";"Fringillidae";"false";"false";"2014-07-13";10104;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"true";"false";"2014-01-26";51531;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"false";"false";"2014-02-25";8039;2014
"Dendrocopos major";"Pic épeiche";3611;"Dendrocopos major";"Dendrocopos";"Picidae";"true";"false";"2014-01-26";68374;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-03-07";52250;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-10-12";52250;2014
"Corvus monedula";"Choucas des tours";4496;"Corvus monedula";"Corvus";"Corvidae";"false";"false";"2014-06-06";52123;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-02-19";51108;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-01-11";8039;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-11-14";68029;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-03-21";68029;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-03-01";68341;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-02-23";67331;2014
"Aegithalos caudatus";"Mésange à longue queue, Orite à longue queue";4342;"Aegithalos caudatus";"Aegithalos";"Aegithalidae";"false";"false";"2014-02-25";51108;2014
"Linaria cannabina";"Linotte mélodieuse";889047;"Linaria cannabina";"Linaria";"Fringillidae";"false";"false";"2014-07-01";52265;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-03-09";52114;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-06-15";52265;2014
"Hirundo rustica";"Hirondelle rustique, Hirondelle de cheminée";3696;"Hirundo rustica";"Hirundo";"Hirundinidae";"false";"true";"2014-05-29";51655;2014
"Carduelis carduelis";"Chardonneret élégant";4583;"Carduelis carduelis";"Carduelis";"Fringillidae";"true";"false";"2014-02-09";67037;2014
"Picus viridis";"Pic vert, Pivert";3603;"Picus viridis";"Picus";"Picidae";"true";"false";"2014-01-19";52121;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-01-06";52250;2014
"Sylvia atricapilla";"Fauvette à tête noire";4257;"Sylvia atricapilla";"Sylvia";"Sylviidae";"false";"false";"2014-04-19";51028;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-20";68156;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-03-02";51266;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"false";"false";"2014-01-12";68029;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"false";"true";"2014-07-25";52123;2014
"Erithacus rubecula";"Rougegorge familier";4001;"Erithacus rubecula";"Erithacus";"Muscicapidae";"true";"false";"2014-04-28";68375;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-04-29";52250;2014
"Accipiter nisus";"Épervier d'Europe";2895;"Accipiter nisus";"Accipiter";"Accipitridae";"false";"true";"2014-02-17";51242;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-04-21";52250;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"true";"false";"2014-06-12";68029;2014
"Troglodytes troglodytes";"Troglodyte mignon";3967;"Troglodytes troglodytes";"Troglodytes";"Troglodytidae";"false";"false";"2014-10-14";51242;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-11";68156;2014
"Motacilla alba";"Bergeronnette grise";3941;"Motacilla alba";"Motacilla";"Motacillidae";"true";"false";"2014-07-04";51346;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-05-17";67280;2014
"Poecile palustris";"Mésange nonnette";534753;"Poecile palustris";"Poecile";"Paridae";"false";"false";"2014-01-01";8420;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-02-10";68298;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"false";"true";"2014-01-01";68029;2014
"Fringilla montifringilla";"Pinson du nord, Pinson des Ardennes";4568;"Fringilla montifringilla";"Fringilla";"Fringillidae";"false";"false";"2014-03-15";10425;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-04-06";51249;2014
"Coccothraustes coccothraustes";"Grosbec casse-noyaux";4625;"Coccothraustes coccothraustes";"Coccothraustes";"Fringillidae";"false";"false";"2014-03-09";68193;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-05-25";51135;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"true";"false";"2014-05-02";8039;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-12-24";52211;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-05-10";67514;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-05-23";52250;2014
"Motacilla alba";"Bergeronnette grise";3941;"Motacilla alba";"Motacilla";"Motacillidae";"true";"false";"2014-04-12";51249;2014
"Aegithalos caudatus";"Mésange à longue queue, Orite à longue queue";4342;"Aegithalos caudatus";"Aegithalos";"Aegithalidae";"true";"false";"2014-02-11";51028;2014
"Phylloscopus collybita";"Pouillot véloce";4280;"Phylloscopus collybita";"Phylloscopus";"Phylloscopidae";"true";"false";"2014-09-21";10104;2014
"Pica pica";"Pie bavarde";4474;"Pica pica";"Pica";"Corvidae";"true";"false";"2014-02-19";8408;2014
"Turdus merula";"Merle noir";4117;"Turdus merula";"Turdus";"Turdidae";"false";"true";"2014-01-11";8420;2014
"Dendrocopos major";"Pic épeiche";3611;"Dendrocopos major";"Dendrocopos";"Picidae";"false";"false";"2014-02-02";68058;2014
"Delichon urbicum";"Hirondelle de fenêtre";459478;"Delichon urbicum";"Delichon";"Hirundinidae";"true";"false";"2014-07-08";52123;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-10-19";68029;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-02-25";68058;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-01-14";52250;2014
"Sturnus vulgaris";"Étourneau sansonnet";4516;"Sturnus vulgaris";"Sturnus";"Sturnidae";"false";"true";"2014-10-18";68029;2014
"Turdus philomelos";"Grive musicienne";4129;"Turdus philomelos";"Turdus";"Turdidae";"true";"false";"2014-01-12";10104;2014
"Hirundo rustica";"Hirondelle rustique, Hirondelle de cheminée";3696;"Hirundo rustica";"Hirundo";"Hirundinidae";"true";"false";"2014-05-25";8133;2014
"Sitta europaea";"Sittelle torchepot";3774;"Sitta europaea";"Sitta";"Sittidae";"true";"false";"2014-12-21";10104;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-02-02";68029;2014
"Fringilla coelebs";"Pinson des arbres";4564;"Fringilla coelebs";"Fringilla";"Fringillidae";"true";"false";"2014-11-27";52250;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"false";"false";"2014-03-02";68375;2014
"Cyanistes caeruleus";"Mésange bleue";534742;"Cyanistes caeruleus";"Cyanistes";"Paridae";"true";"false";"2014-01-25";8075;2014
"Corvus corone";"Corneille noire";4503;"Corvus corone";"Corvus";"Corvidae";"true";"false";"2014-12-29";52265;2014
"Streptopelia decaocto";"Tourterelle turque";3429;"Streptopelia decaocto";"Streptopelia";"Columbidae";"true";"false";"2014-01-26";51454;2014
"Chloris chloris";"Verdier d'Europe";4582;"Chloris chloris";"Chloris";"Fringillidae";"true";"false";"2014-04-13";10104;2014
"Phylloscopus collybita";"Pouillot véloce";4280;"Phylloscopus collybita";"Phylloscopus";"Phylloscopidae";"true";"false";"2014-01-26";51454;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"true";"false";"2014-04-12";8039;2014
"Passer domesticus";"Moineau domestique";4525;"Passer domesticus";"Passer";"Passeridae";"false";"false";"2014-01-26";67247;2014
"Aegithalos caudatus";"Mésange à longue queue, Orite à longue queue";4342;"Aegithalos caudatus";"Aegithalos";"Aegithalidae";"false";"false";"2014-01-19";10224;2014
"Parus major";"Mésange charbonnière";3764;"Parus major";"Parus";"Paridae";"true";"false";"2014-02-15";52250;2014
